序号,交易所,发行人全称,审核状态,注册地,行业,保荐机构,会计师事务所,律师事务所,更新日期,受理日期
136,深圳证券交易所,仲景食品股份有限公司,注册生效,河南,食品制造业,国金证券股份有限公司,中天运会计师事务所（特殊普通合伙）,北京市普华律师事务所,2020/10/22,2020/6/22
137,上海证券交易所,优利德科技（中国）股份有限公司,注册生效,广东,仪器仪表制造业,长城证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/29,2020/5/25
138,上海证券交易所,优刻得科技股份有限公司,注册生效,上海,互联网和相关服务,中国国际金融股份有限公司,立信会计师事务所（特殊普通合伙）,北京市君合律师事务所,2019/12/20,2019/4/1
139,上海证券交易所,会通新材料股份有限公司,注册生效,安徽,橡胶和塑料制品业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/9/22,2020/4/27
140,上海证券交易所,传神语联网网络科技股份有限公司,终止,湖北,软件和信息技术服务业,申港证券股份有限公司,北京中证天通会计师事务所（特殊普通合伙）,北京市万商天勤律师事务所,2020/9/11,2019/11/22
141,上海证券交易所,佛山市联动科技股份有限公司,已问询,广东,专用设备制造业,海通证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/10/30,2020/9/28
142,上海证券交易所,佛山市蓝箭电子股份有限公司,上市委会议,广东,计算机、通信和其他电子设备制造业,金元证券股份有限公司,福建华兴会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/31,2020/6/29
143,深圳证券交易所,佳缘科技股份有限公司,已问询,四川,软件和信息技术服务业,中信证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/12/28,2020/11/30
144,上海证券交易所,依图科技有限公司,已问询,境外,软件和信息技术服务业,国泰君安证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/1,2020/11/4
145,深圳证券交易所,保定市东利机械制造股份有限公司,已问询,河北,汽车制造业,华泰联合证券有限责任公司,天健会计师事务所（特殊普通合伙）,国浩（上海）律师事务所,2020/12/24,2020/7/29
146,深圳证券交易所,倍杰特集团股份有限公司,上市委会议通过,北京,生态保护和环境治理业,中信建投证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市时代九和律师事务所,2021/1/6,2020/7/6
147,上海证券交易所,傲基科技股份有限公司,终止,广东,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,大华会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/4/30,2019/9/12
148,深圳证券交易所,元道通信股份有限公司,中止,新疆,软件和信息技术服务业,华融证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/15,2020/10/12
149,深圳证券交易所,兆讯传媒广告股份有限公司,已问询,天津,商务服务业,安信证券股份有限公司,中喜会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/7,2020/9/30
150,上海证券交易所,先临三维科技股份有限公司,终止,浙江,通用设备制造业,中国国际金融股份有限公司,天健会计师事务所（特殊普通合伙）,浙江天册律师事务所,2019/11/13,2019/5/10
151,上海证券交易所,光通天下网络科技股份有限公司,终止,浙江,软件和信息技术服务业,申万宏源证券承销保荐有限责任公司,天健会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2019/9/19,2019/6/12
152,上海证券交易所,兰剑智能科技股份有限公司,注册生效,山东,通用设备制造业,中泰证券股份有限公司,致同会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/10/27,2020/4/24
153,深圳证券交易所,养天和大药房股份有限公司,终止(撤回),湖南,零售业,西部证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/16,2020/7/3
154,深圳证券交易所,凯龙高科技股份有限公司,注册生效,江苏,汽车制造业,中国国际金融股份有限公司,天健会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/11/4,2020/6/29
155,深圳证券交易所,创智和宇信息技术股份有限公司,已问询,湖南,软件和信息技术服务业,中信证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,国浩律师（长沙）事务所,2020/12/23,2020/7/10
156,上海证券交易所,创耀（苏州）通信科技股份有限公司,已问询,江苏,软件和信息技术服务业,海通证券股份有限公司,中汇会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/29,2020/12/1
157,上海证券交易所,前沿生物药业（南京）股份有限公司,注册生效,江苏,医药制造业,瑞银证券有限责任公司,毕马威华振会计师事务所（特殊普通合伙）,国浩律师（南京）事务所,2020/9/15,2019/8/13
158,深圳证券交易所,力同科技股份有限公司,已问询,广东,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/9/30,2020/7/6
159,上海证券交易所,包头天和磁材科技股份有限公司,终止,内蒙古,计算机、通信和其他电子设备制造业,湘财证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/19,2020/9/2
160,深圳证券交易所,北京三维天地科技股份有限公司,已问询,北京,软件和信息技术服务业,招商证券股份有限公司,立信会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/19,2020/7/9
161,深圳证券交易所,北京中亦安图科技股份有限公司,已问询,北京,软件和信息技术服务业,中信建投证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/12/10,2020/7/31
162,上海证券交易所,北京中数智汇科技股份有限公司,上市委会议,北京,软件和信息技术服务业,国泰君安证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/11/27,2020/6/12
163,上海证券交易所,北京中科晶上科技股份有限公司,已问询,北京,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/11/5,2020/10/9
164,深圳证券交易所,北京中科江南信息技术股份有限公司,已问询,北京,软件和信息技术服务业,华泰联合证券有限责任公司,立信会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/12/14,2020/11/17
165,深圳证券交易所,北京中科润宇环保科技股份有限公司,已受理,北京,公共设施管理业,中信证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/29,2020/12/29
166,深圳证券交易所,北京义翘神州科技股份有限公司,已问询,北京,研究和试验发展,中信证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/7,2020/8/28
167,上海证券交易所,北京乐普诊断科技股份有限公司,已问询,北京,医药制造业,国泰君安证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/29,2020/12/1
168,深圳证券交易所,北京亚康万玮信息技术股份有限公司,已问询,北京,软件和信息技术服务业,国信证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京市天元律师事务所,2021/1/3,2020/7/13
169,上海证券交易所,北京亿华通科技股份有限公司,注册生效,北京,电气机械和器材制造业,国泰君安证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/7/14,2019/7/8
170,上海证券交易所,北京佰仁医疗科技股份有限公司,注册生效,北京,专用设备制造业,国信证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2019/11/7,2019/4/15
171,上海证券交易所,北京信安世纪科技股份有限公司,上市委会议,北京,软件和信息技术服务业,西部证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市通商律师事务所,2020/12/11,2020/6/29
172,上海证券交易所,北京八亿时空液晶科技股份有限公司,注册生效,北京,计算机、通信和其他电子设备制造业,首创证券有限责任公司,致同会计师事务所（特殊普通合伙）,北京市君合律师事务所,2019/12/5,2019/5/6
173,上海证券交易所,北京凯因科技股份有限公司,注册生效,北京,医药制造业,海通证券股份有限公司,中汇会计师事务所（特殊普通合伙）,广东信达律师事务所,2021/1/5,2020/5/27
174,上海证券交易所,北京华卓精科科技股份有限公司,已问询,北京,专用设备制造业,东兴证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市邦盛律师事务所,2020/7/23,2020/6/24
175,深圳证券交易所,北京华奥汽车服务股份有限公司,已问询,北京,专业技术服务业,中信建投证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/28,2020/6/29
176,深圳证券交易所,北京华如科技股份有限公司,已问询,北京,软件和信息技术服务业,中信证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市中银律师事务所,2021/1/8,2020/10/20
177,上海证券交易所,北京华峰测控技术股份有限公司,注册生效,北京,专用设备制造业,中国国际金融股份有限公司,大信会计师事务所（特殊普通合伙）,北京德和衡律师事务所,2020/1/14,2019/8/7
178,深圳证券交易所,北京华科仪科技股份有限公司,已受理,北京,仪器仪表制造业,华创证券有限责任公司,中兴华会计师事务所（特殊普通合伙）,北京市环球律师事务所,2020/12/28,2020/12/28
179,上海证券交易所,北京博睿宏远数据科技股份有限公司,注册生效,北京,软件和信息技术服务业,兴业证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/7/21,2019/12/3
